,Vcmax_m_25,Rdarka_25C_FixedQ10,Predicted Link,Species,Source Scientific,Destination Scientific
999,,1.18,0,Cupania rubiginosa,Chrysophyllum cainito,Trifolium eriocephalum
1000,285.7,1.57,1,Elaeagia mariae,Chrysophyllum cainito,Trifolium eriocephalum
1001,231.3,2.58,1,Ficus americana,Chrysophyllum cainito,Triphysaria floribunda
1002,139.9,1.15,1,Guatteria terminalis,Chrysophyllum cainito,Trifolium fragiferum
1003,285.8,0.7,1,Ilex rimbachii,Chrysophyllum cainito,Trifolium friscanum
1004,236.9,1.57,1,Miconia sp,Chrysophyllum cainito,Trifolium fucatum
1005,106.3,1.45,1,Myrcia fallax,Chrysophyllum cainito,Trifolium gemellum
1006,242.6,1.96,1,Myrcia mollis,Chrysophyllum cainito,Trifolium globosum
1007,312.3,1.8,1,Nectandra cuspidata,Chrysophyllum cainito,Trifolium glomeratum
1008,252.6,1.12,1,Nectandra laurel,Chrysophyllum cainito,Trifolium glanduliferum
1009,189.5,1.27,1,Panopsis rubescens,Chrysophyllum cainito,Trifolium grandiflorum
1010,170.2,1.09,1,Prunus pleiantha,Chrysophyllum cainito,Trifolium gracilentum
1011,159.2,1.54,1,Roupala monosperma,Chrysophyllum cainito,Trifolium gracilentum
1012,180.0,2.13,1,Schefflera patula,Chrysophyllum cainito,Trifolium gracilentum
1013,109.1,0.82,1,SiphoneugeNAsp,Chrysophyllum cainito,Trifolium gymnocarpon
1014,,0.35,0,Tapirira obtusa,Chrysophyllum cainito,Trifolium gymnocarpon
1015,501.5,1.51,1,Vismia schultesii,Chrysophyllum cainito,Trifolium gymnocarpon
1016,255.1,1.01,1,Adenanthos cygnorum,Chrysophyllum cainito,Trifolium haydenii
1017,178.9,3.11,1,Andersonia heterophylla,Chrysophyllum cainito,Trifolium haussknechtii
1018,203.6,1.6,1,Astroloma xerophyllum,Chrysophyllum cainito,Trifolium heldreichianum
1019,466.9,1.8,1,Banksia attenuata,Chrysophyllum cainito,Trifolium hirtum
1020,267.2,1.81,1,Banksia menziesii,Chrysophyllum cainito,Trifolium howellii
1021,445.2,1.85,1,Bossiaea eriocarpa,Chrysophyllum cainito,Trifolium hybridum
1022,282.6,1.83,1,Calytrix flavescens,Chrysophyllum cainito,Trifolium L.
1023,234.9,1.81,1,Conostephium pendulum,Chrysophyllum cainito,Trifolium incarnatum
1024,347.2,1.8,1,Eremaea pauciflora,Chrysophyllum cainito,Triphysaria Fisch.
1025,338.6,1.07,1,Hibbertia huegelii,Chrysophyllum cainito,Trifolium israeliticum
1026,340.1,1.83,1,Hibbertia subvaginata,Chrysophyllum cainito,Trifolium jokerstii
1027,295.6,2.62,1,Jacksonia floribunda,Chrysophyllum cainito,Trifolium kingii
1028,213.0,1.74,1,Leucopogon conostephioides,Chrysophyllum cainito,Trifolium kingii
1029,140.0,2.69,1,Lyginia barbata,Chrysophyllum cainito,Trifolium kingii
1030,183.6,0.96,1,Macrozamia riedlei,Chrysophyllum cainito,Trifolium lappaceum
1031,232.5,2.69,1,Melaleuca acerosa,Chrysophyllum cainito,Trifolium latifolium
1032,134.3,2.24,1,Nuytsia floribunda,Chrysophyllum cainito,Trifolium leibergii
1033,195.4,1.89,1,Patersonia occidentalis,Chrysophyllum cainito,Trifolium lemmonii
1034,196.5,2.45,1,Persoonia saccata,Chrysophyllum cainito,Trifolium ligusticum
1035,190.5,3.39,1,Petrophile linearis,Chrysophyllum cainito,Trifolium longipes
1036,470.8,1.47,1,Regelia ciliata,Chrysophyllum cainito,Trifolium longipes
1037,379.7,1.79,1,Scholtzia involucrata,Chrysophyllum cainito,Trifolium longipes
1038,255.2,2.08,1,Stirlingia latifolia,Chrysophyllum cainito,Trifolium longipes
1039,304.3,2.02,1,Verticordia nitens,Chrysophyllum cainito,Trifolium longipes
1040,114.4,2.32,1,Xanthorrhoea preissii,Chrysophyllum cainito,Trifolium longipes
1041,222.4,0.45,1,Anopterus glandulosus,Chrysophyllum cainito,Trifolium longipes
1042,323.0,1.13,1,Atherosperma moschatum,Chrysophyllum cainito,Trifolium longipes
1043,156.7,0.78,1,Eucryphia lucida,Chrysophyllum cainito,Trifolium longipes
1044,503.6,2.32,1,Leptospermum lanigerum,Chrysophyllum cainito,Trifolium longipes
1045,423.5,3.38,1,Notelaea ligustrina,Chrysophyllum cainito,Trifolium longipes
1046,216.8,1.47,1,Nothofagus cunninghamii,Chrysophyllum cainito,Trifolium longipes
1047,198.4,1.96,1,Phyllocladus asplenifolius,Chrysophyllum cainito,Trifolium lupinaster
1048,266.0,1.13,1,Pittosporum bicolor,Chrysophyllum cainito,Trifolium lugardii
1049,150.6,0.88,1,Pomaderris apetala,Chrysophyllum cainito,Trifolium masaiense
1050,398.8,1.57,1,Melaleuca squarrosa,Chrysophyllum cainito,Trifolium macraei
1051,280.3,0.81,1,Tasmannia lanceolata,Chrysophyllum cainito,Trifolium macrocephalum
1052,639.3,4.61,1,Acacia dealbata,Chrysophyllum cainito,Trifolium medium
1053,475.8,1.59,1,Acacia melanoxylon,Chrysophyllum cainito,Trifolium meduseum
1054,360.0,2.02,1,Eucalyptus obiqua,Chrysophyllum cainito,Trifolium michelianum
1055,481.2,3.03,1,CinchoNAofficinalis,Chrysophyllum cainito,Triphysaria micrantha
1056,,1.0,0,Clethra cuneata,Chrysophyllum cainito,Trifolium micranthum
1057,857.8,2.24,1,Escallonia paniculata,Chrysophyllum cainito,Trifolium miegeanum
1058,176.0,2.16,1,Miconia coelestis,Chrysophyllum cainito,Trifolium minutissimum
1059,224.0,1.18,1,Oreopanax sp,Chrysophyllum cainito,Trifolium microcephalum
1060,176.4,1.73,1,Schefflera sp,Chrysophyllum cainito,Trifolium microdon
1061,146.6,1.67,1,Styrax foveolaria,Chrysophyllum cainito,Trifolium michelianum
1062,447.3,1.27,1,Acacia floribunda,Chrysophyllum cainito,Trifolium montanum
1063,265.2,1.19,1,AllocasuariNAsp,Chrysophyllum cainito,Trifolium monanthum
1064,794.8,0.7,1,Astrotricha floccosa,Chrysophyllum cainito,Trifolium monanthum
1065,282.3,0.32,1,Correa reflexa,Chrysophyllum cainito,Trifolium monanthum
1066,1489.5,1.03,1,Dodonaea triquetra,Chrysophyllum cainito,Trifolium monanthum
1067,419.4,0.79,1,Eucalyptus paniculata,Chrysophyllum cainito,Trifolium monanthum
1068,243.2,1.12,1,Eucalyptus umbra,Chrysophyllum cainito,Trifolium mucronatum
1069,359.2,0.48,1,Lasiopetalum ferrugineum,Chrysophyllum cainito,Trifolium mucronatum
1070,435.3,1.3,1,Leptospermum polygalifolium,Chrysophyllum cainito,Trifolium nanum
1071,216.1,0.81,1,Lomatia silaifolia,Chrysophyllum cainito,Trifolium neurophyllum
1072,166.8,1.2,1,Macrozamia communis,Chrysophyllum cainito,Trifolium nigrescens
1073,220.7,0.71,1,Persoonia linearis,Chrysophyllum cainito,Trifolium obtusiflorum
1074,381.0,0.56,1,Pomaderris ferruginea,Chrysophyllum cainito,Trifolium ochroleucum
1075,587.0,0.87,1,Pultenaea daphnoides,Chrysophyllum cainito,Trifolium oliganthum
1076,586.6,1.15,1,Pultenaea flexilis,Chrysophyllum cainito,Trifolium olivaceum
1077,358.1,0.91,1,Syncarpia glomulifera,Chrysophyllum cainito,Trifolium ornithopodioides
1078,410.3,0.78,1,Synoum glandulosum,Chrysophyllum cainito,Trifolium owyheense
1079,369.2,0.64,1,Xylomelum pyriforme,Chrysophyllum cainito,Trifolium palaestinum
1080,224.0,1.45,1,Acacia suaveolens,Chrysophyllum cainito,Trifolium pannonicum
1081,575.4,0.97,1,Banksia marginata,Chrysophyllum cainito,Trifolium parryi
1082,254.0,1.1,1,Boronia ledifolia,Chrysophyllum cainito,Trifolium parryi
1083,366.8,1.22,1,Corymbia gummifera,Chrysophyllum cainito,Trifolium parryi
1084,313.8,1.25,1,Eriostemon australasius,Chrysophyllum cainito,Trifolium parryi
1085,274.8,1.17,1,Eucalyptus haemastoma,Chrysophyllum cainito,Trifolium philistaeum
1086,256.1,1.55,1,Gompholobium grandiflorum,Chrysophyllum cainito,Trifolium piorkowskii
1087,378.6,1.62,1,Grevillea buxifolia,Chrysophyllum cainito,Trifolium pinetorum
1088,262.9,1.3,1,Grevillea speciosa,Chrysophyllum cainito,Trifolium plumosum
1089,266.2,1.15,1,Hakea dactyloides,Chrysophyllum cainito,Trifolium plumosum
1090,209.7,1.64,1,Hakea teretifolia,Chrysophyllum cainito,Trifolium plumosum
1091,272.1,0.89,1,Hibbertia bracteata,Chrysophyllum cainito,Trifolium polymorphum
1092,189.8,0.88,1,Lambertia formosa,Chrysophyllum cainito,Trifolium pratense
1093,200.8,1.6,1,Leptospermum trinervium,Chrysophyllum cainito,Trifolium productum
1094,210.4,0.56,1,Persoonia levis,Chrysophyllum cainito,Trifolium purpureum
1095,357.1,1.79,1,Phyllota phylicoides,Chrysophyllum cainito,Triphysaria pusilla
1096,636.9,1.32,1,Pimelea linifolia,Chrysophyllum cainito,Trifolium retusum
1097,563.7,1.5,1,Acacia doratoxylon,Chrysophyllum cainito,Trifolium reflexum
1098,345.9,1.42,1,Acacia oswaldii,Chrysophyllum cainito,Trifolium repens
1099,,2.99,0,Atriplex stipitata,Chrysophyllum cainito,Trifolium resupinatum
1100,562.1,0.73,1,Brachychiton populneus,Chrysophyllum cainito,Trifolium rollinsii
1101,153.4,0.98,1,Callitris glaucophylla,Chrysophyllum cainito,Trifolium rueppellianum
1102,630.0,2.39,1,Dodonaea viscosa,Chrysophyllum cainito,Trifolium scabrum
1103,459.8,1.64,1,Eremophila glabra,Chrysophyllum cainito,Trifolium scutatum
1104,336.1,1.85,1,Eremophila mitchelli,Chrysophyllum cainito,Trifolium semipilosum
1105,814.9,1.25,1,Eucalyptus intertexta,Chrysophyllum cainito,Trifolium siskiyouense
1106,348.9,1.09,1,Geijera parviflora,Chrysophyllum cainito,Trifolium spadiceum
1107,224.6,1.32,1,Hakea tephrosperma,Chrysophyllum cainito,Trifolium spumosum
1108,1595.6,1.37,1,Helichrysum apiculatum,Chrysophyllum cainito,Trifolium squamosum
1109,292.8,2.92,1,Melaleuca uncinata,Chrysophyllum cainito,Trifolium stellatum
1110,342.8,1.9,1,Olearia pimelioides,Chrysophyllum cainito,Trifolium steudneri
1111,242.6,3.69,1,Philotheca difformis,Chrysophyllum cainito,Trifolium stoloniferum
1112,989.4,2.18,1,Pimelea microcephala,Chrysophyllum cainito,Trifolium striatum
1113,296.3,4.55,1,SenNAartemisioides,Chrysophyllum cainito,Trifolium suffocatum
1114,807.6,1.74,1,Solanum ferocissimum,Chrysophyllum cainito,Trifolium subterraneum
1115,1016.6,3.7,1,Spartothamnella puberula,Chrysophyllum cainito,Trifolium subterraneum
1116,136.2,2.0,1,Acacia colletioides,Chrysophyllum cainito,Trifolium subterraneum
1117,243.9,3.26,1,Acacia havilandiorum,Chrysophyllum cainito,Trifolium tembense
1118,556.1,1.82,1,Acacia wilhelmiana,Chrysophyllum cainito,Trifolium thompsonii
1119,285.1,1.82,1,Bertya cunninghamii,Chrysophyllum cainito,Trifolium tomentosum
1120,283.7,1.46,1,Beyeria opaca,Chrysophyllum cainito,Trifolium trichocalyx
1121,217.5,2.58,1,Bossiaea walkeri,Chrysophyllum cainito,Trifolium uniflorum
1122,443.8,0.68,1,Brachychiton populneus,Chrysophyllum cainito,Trifolium variegatum
1123,446.6,1.79,1,Cassinia laevis,Chrysophyllum cainito,Trifolium vavilovii
1124,290.3,1.27,1,Eremophila deserti,Chrysophyllum cainito,Trifolium vesiculosum
1125,477.4,1.96,1,Eremophila glabra,Chrysophyllum cainito,Triphysaria versicolor
1126,331.3,1.29,1,Eucalyptus dumosa,Chrysophyllum cainito,Triphysaria versicolor
1127,426.8,1.53,1,Eucalyptus socialis,Chrysophyllum cainito,Triphysaria versicolor
1128,549.2,1.62,1,Eutaxia microphylla,Chrysophyllum cainito,Trifolium virginicum
1129,407.2,1.52,1,Grevillea aneura,Chrysophyllum cainito,Trifolium willdenovii
1130,187.8,2.82,1,Melaleuca uncinata,Chrysophyllum cainito,Trifolium wormskioldii
1131,166.2,1.44,1,Micromyrtus sessilis,Chrysophyllum cainito,Verbena cloverae
1132,489.4,1.6,1,Olearia decurrens,Chrysophyllum cainito,Vicia pulchella
1133,455.6,1.61,1,Olearia pimelioides,Podophyllum peltatum,Alysicarpus ovalifolius
1134,409.1,2.42,1,Philotheca difformis,Podophyllum peltatum,Castilleja ambigua
1135,126.0,1.34,1,Santalum acuminatum,Podophyllum peltatum,Castilleja campestris
1136,,3.16,0,Triodia scabra,Podophyllum peltatum,Castilleja victoriae
